Home/Neutral,PTS,Visitor/Neutral,PTS_1,Spread,Total,Result,Home_AdjOE,Home_Off_TO,Home_Off_OR,Home_Off_FTRate,Home_AdjDE,Home_Def_TO,Home_Def_OR,Home_Def_FTRate,Home_3P,Home_2P,Home_FT,Home_Tempo_Adj,Home_Avg_Poss_Length_Offense,Home_Avg_Poss_Length_Defense,Home_EffHgt,Home_Experience,Home_Continuity,Home_Best_Rank,Home_Top_50_Finishes,Home_opp_shooting_3P,Home_opp_shooting_2P,Home_opp_shooting_FT,Away_AdjOE,Away_Off_TO,Away_Off_OR,Away_Off_FTRate,Away_AdjDE,Away_Def_TO,Away_Def_OR,Away_Def_FTRate,Away_3P,Away_2P,Away_FT,Away_Tempo_Adj,Away_Avg_Poss_Length_Offense,Away_Avg_Poss_Length_Defense,Away_EffHgt,Away_Experience,Away_Continuity,Away_Best_Rank,Away_Top_50_Finishes,Away_opp_shooting_3P,Away_opp_shooting_2P,Away_opp_shooting_FT,Predicted_score_Home,Predicted_score_away,Predicted_tempo,Predicted_spread,Predicted_total,Predicted_Result
Pepperdine,44,Saint Mary's,73,-29,117,0,103.9,18.3,25.9,26.5,105.6,17.1,30.3,32.7,34.3,50.5,71.2,72.3,15.3,17.3,1.7,103.9,51.3,1.06,0,36.1,50.2,70.7,113.2,16.4,33.4,29.6,89.5,19.9,21.1,29.7,36.5,51.5,68.7,61.8,20.3,17.4,1.1,113.2,57,13.38,3,31.2,44,74.1,60.80797249,76.33867249,67.05,15.5307,137.146645,0
Portland,88,San Diego,83,5,171,1,109.2,18.9,24.6,43.9,108.5,18.2,30.5,27.7,37,51.9,72.7,69,16.8,17.2,0.2,109.2,62.1,-2.59,0,36.8,52.9,67.1,111.1,16.3,29.1,33.4,114.6,17.8,29.1,33.9,35.2,50.1,76.9,68.7,16.8,17.2,-0.1,111.1,37.6,1.77,0,40.5,55.2,69.2,83.33053282,78.93883282,68.85,-4.3917,162.2693656,1
San Francisco,78,Pacific,57,21,135,1,108.3,20.3,27.7,31.1,102,17.8,25.6,36.7,35.9,52.8,74.4,69.5,17.5,16.7,1.4,108.3,41.6,5.25,1,32.1,48.3,76.1,107,16.4,24.3,32.7,109.1,18.7,32,36,37.6,48.7,72.4,69.7,16.8,17.1,-0.7,107,31.5,3.05,0,34,54.9,65.4,79.76753296,72.42113296,69.6,-7.3464,152.1886659,1
Santa Clara,83,BYU,76,7,159,1,110.6,18.2,32.3,31.3,102.5,16.9,24.3,24.4,36,49.5,72.4,69.8,16.6,17.2,1.6,110.6,48.4,2.74,0,37.3,48.7,70.4,106,21.3,31.4,31.8,95.5,19.4,23.1,36,32.3,52.9,71.4,70,16.3,17.2,0,106,36.5,15.9,6,33.9,46.8,68.4,72.20619302,72.38379302,69.9,0.1776,144.589986,0
Pacific,90,Gonzaga,99,-9,189,0,107,16.4,24.3,32.7,109.1,18.7,32,36,37.6,48.7,72.4,69.7,16.8,17.1,-0.7,107,31.5,3.05,0,34,54.9,65.4,120.2,15.6,30.1,31.3,100.2,18.7,25.4,28,38.1,57.2,69.1,69.9,16.1,17.2,0.9,120.2,67.2,30.26,17,34.6,51.5,73.5,72.87283966,86.79863966,69.8,13.9258,159.6714793,0
Portland,91,Pepperdine,76,15,167,1,109.2,18.9,24.6,43.9,108.5,18.2,30.5,27.7,37,51.9,72.7,69,16.8,17.2,0.2,109.2,62.1,-2.59,0,36.8,52.9,67.1,103.9,18.3,25.9,26.5,105.6,17.1,30.3,32.7,34.3,50.5,71.2,72.3,15.3,17.3,1.7,103.9,51.3,1.06,0,36.1,50.2,70.7,79.11139316,75.91579316,70.65,-3.1956,155.0271863,1
Saint Mary's,77,Santa Clara,58,19,135,1,113.2,16.4,33.4,29.6,89.5,19.9,21.1,29.7,36.5,51.5,68.7,61.8,20.3,17.4,1.1,113.2,57,13.38,3,31.2,44,74.1,110.6,18.2,32.3,31.3,102.5,16.9,24.3,24.4,36,49.5,72.4,69.8,16.6,17.2,1.6,110.6,48.4,2.74,0,37.3,48.7,70.4,74.37570559,62.61090559,65.8,-11.7648,136.9866112,1
San Francisco,82,BYU,74,8,156,1,108.3,20.3,27.7,31.1,102,17.8,25.6,36.7,35.9,52.8,74.4,69.5,17.5,16.7,1.4,108.3,41.6,5.25,1,32.1,48.3,76.1,106,21.3,31.4,31.8,95.5,19.4,23.1,36,32.3,52.9,71.4,70,16.3,17.2,0,106,36.5,15.9,6,33.9,46.8,68.4,70.45021299,71.87971299,69.75,1.4295,142.329926,0
Loyola Marymount,79,Portland,60,19,139,1,109.1,18.3,29,30.9,102.4,16.1,24.5,34,36.6,52.8,66.1,67.3,18.1,16.4,-0.1,109.1,51,-2.05,0,31.7,51.4,72.5,109.2,18.9,24.6,43.9,108.5,18.2,30.5,27.7,37,51.9,72.7,69,16.8,17.2,0.2,109.2,62.1,-2.59,0,36.8,52.9,67.1,78.27325936,72.68425936,68.15,-5.589,150.9575187,1
Pepperdine,78,San Diego,87,-9,165,0,103.9,18.3,25.9,26.5,105.6,17.1,30.3,32.7,34.3,50.5,71.2,72.3,15.3,17.3,1.7,103.9,51.3,1.06,0,36.1,50.2,70.7,111.1,16.3,29.1,33.4,114.6,17.8,29.1,33.9,35.2,50.1,76.9,68.7,16.8,17.2,-0.1,111.1,37.6,1.77,0,40.5,55.2,69.2,81.55511313,78.78611313,70.5,-2.769,160.3412263,1
BYU,56,Saint Mary's,57,-1,113,0,106,21.3,31.4,31.8,95.5,19.4,23.1,36,32.3,52.9,71.4,70,16.3,17.2,0,106,36.5,15.9,6,33.9,46.8,68.4,113.2,16.4,33.4,29.6,89.5,19.9,21.1,29.7,36.5,51.5,68.7,61.8,20.3,17.4,1.1,113.2,57,13.38,3,31.2,44,74.1,61.17465894,68.37345894,65.9,7.1988,129.5481179,0
Loyola Marymount,84,Pepperdine,70,14,154,1,109.1,18.3,29,30.9,102.4,16.1,24.5,34,36.6,52.8,66.1,67.3,18.1,16.4,-0.1,109.1,51,-2.05,0,31.7,51.4,72.5,103.9,18.3,25.9,26.5,105.6,17.1,30.3,32.7,34.3,50.5,71.2,72.3,15.3,17.3,1.7,103.9,51.3,1.06,0,36.1,50.2,70.7,78.10783966,70.74463966,69.8,-7.3632,148.8524793,1
Portland,67,Gonzaga,82,-15,149,0,109.2,18.9,24.6,43.9,108.5,18.2,30.5,27.7,37,51.9,72.7,69,16.8,17.2,0.2,109.2,62.1,-2.59,0,36.8,52.9,67.1,120.2,15.6,30.1,31.3,100.2,18.7,25.4,28,38.1,57.2,69.1,69.9,16.1,17.2,0.9,120.2,67.2,30.26,17,34.6,51.5,73.5,74.04285293,85.94670293,69.45,11.90385,159.9895559,0
San Diego,81,San Francisco,94,-13,175,0,111.1,16.3,29.1,33.4,114.6,17.8,29.1,33.9,35.2,50.1,76.9,68.7,16.8,17.2,-0.1,111.1,37.6,1.77,0,40.5,55.2,69.2,108.3,20.3,27.7,31.1,102,17.8,25.6,36.7,35.9,52.8,74.4,69.5,17.5,16.7,1.4,108.3,41.6,5.25,1,32.1,48.3,76.1,76.2339662,81.5057662,69.1,5.2718,157.7397324,0
Santa Clara,89,Pacific,95,-6,184,0,110.6,18.2,32.3,31.3,102.5,16.9,24.3,24.4,36,49.5,72.4,69.8,16.6,17.2,1.6,110.6,48.4,2.74,0,37.3,48.7,70.4,107,16.4,24.3,32.7,109.1,18.7,32,36,37.6,48.7,72.4,69.7,16.8,17.1,-0.7,107,31.5,3.05,0,34,54.9,65.4,81.54046299,72.92596299,69.75,-8.6145,154.466426,1
BYU,89,Loyola Marymount,61,28,150,1,106,21.3,31.4,31.8,95.5,19.4,23.1,36,32.3,52.9,71.4,70,16.3,17.2,0,106,36.5,15.9,6,33.9,46.8,68.4,109.1,18.3,29,30.9,102.4,16.1,24.5,34,36.6,52.8,66.1,67.3,18.1,16.4,-0.1,109.1,51,-2.05,0,31.7,51.4,72.5,72.52072612,68.41202612,68.65,-4.1087,140.9327522,1
Gonzaga,88,Santa Clara,70,18,158,1,120.2,15.6,30.1,31.3,100.2,18.7,25.4,28,38.1,57.2,69.1,69.9,16.1,17.2,0.9,120.2,67.2,30.26,17,34.6,51.5,73.5,110.6,18.2,32.3,31.3,102.5,16.9,24.3,24.4,36,49.5,72.4,69.8,16.6,17.2,1.6,110.6,48.4,2.74,0,37.3,48.7,70.4,83.75071634,73.93856634,69.85,-9.81215,157.6892827,1
Pacific,81,Pepperdine,72,9,153,1,107,16.4,24.3,32.7,109.1,18.7,32,36,37.6,48.7,72.4,69.7,16.8,17.1,-0.7,107,31.5,3.05,0,34,54.9,65.4,103.9,18.3,25.9,26.5,105.6,17.1,30.3,32.7,34.3,50.5,71.2,72.3,15.3,17.3,1.7,103.9,51.3,1.06,0,36.1,50.2,70.7,77.93387989,76.71787989,71,-1.216,154.6517598,1
Saint Mary's,68,San Francisco,59,9,127,1,113.2,16.4,33.4,29.6,89.5,19.9,21.1,29.7,36.5,51.5,68.7,61.8,20.3,17.4,1.1,113.2,57,13.38,3,31.2,44,74.1,108.3,20.3,27.7,31.1,102,17.8,25.6,36.7,35.9,52.8,74.4,69.5,17.5,16.7,1.4,108.3,41.6,5.25,1,32.1,48.3,76.1,73.88132556,60.95822556,65.65,-12.9231,134.8395511,1
San Diego,61,Portland,80,-19,141,0,111.1,16.3,29.1,33.4,114.6,17.8,29.1,33.9,35.2,50.1,76.9,68.7,16.8,17.2,-0.1,111.1,37.6,1.77,0,40.5,55.2,69.2,109.2,18.9,24.6,43.9,108.5,18.2,30.5,27.7,37,51.9,72.7,69,16.8,17.2,0.2,109.2,62.1,-2.59,0,36.8,52.9,67.1,80.43883282,81.83053282,68.85,1.3917,162.2693656,0
BYU,81,Pacific,66,15,147,1,106,21.3,31.4,31.8,95.5,19.4,23.1,36,32.3,52.9,71.4,70,16.3,17.2,0,106,36.5,15.9,6,33.9,46.8,68.4,107,16.4,24.3,32.7,109.1,18.7,32,36,37.6,48.7,72.4,69.7,16.8,17.1,-0.7,107,31.5,3.05,0,34,54.9,65.4,78.44211634,68.14101634,69.85,-10.3011,146.5831327,1
Pepperdine,94,Portland,93,1,187,1,103.9,18.3,25.9,26.5,105.6,17.1,30.3,32.7,34.3,50.5,71.2,72.3,15.3,17.3,1.7,103.9,51.3,1.06,0,36.1,50.2,70.7,109.2,18.9,24.6,43.9,108.5,18.2,30.5,27.7,37,51.9,72.7,69,16.8,17.2,0.2,109.2,62.1,-2.59,0,36.8,52.9,67.1,77.41579316,77.61139316,70.65,0.1956,155.0271863,0
Saint Mary's,78,Gonzaga,70,8,148,1,113.2,16.4,33.4,29.6,89.5,19.9,21.1,29.7,36.5,51.5,68.7,61.8,20.3,17.4,1.1,113.2,57,13.38,3,31.2,44,74.1,120.2,15.6,30.1,31.3,100.2,18.7,25.4,28,38.1,57.2,69.1,69.9,16.1,17.2,0.9,120.2,67.2,30.26,17,34.6,51.5,73.5,72.91653226,68.98008226,65.85,-3.93645,141.8966145,1
San Diego,87,Loyola Marymount,79,8,166,1,111.1,16.3,29.1,33.4,114.6,17.8,29.1,33.9,35.2,50.1,76.9,68.7,16.8,17.2,-0.1,111.1,37.6,1.77,0,40.5,55.2,69.2,109.1,18.3,29,30.9,102.4,16.1,24.5,34,36.6,52.8,66.1,67.3,18.1,16.4,-0.1,109.1,51,-2.05,0,31.7,51.4,72.5,75.31627933,80.75227933,68,5.436,156.0685587,0
San Francisco,70,Santa Clara,83,-13,153,0,108.3,20.3,27.7,31.1,102,17.8,25.6,36.7,35.9,52.8,74.4,69.5,17.5,16.7,1.4,108.3,41.6,5.25,1,32.1,48.3,76.1,110.6,18.2,32.3,31.3,102.5,16.9,24.3,24.4,36,49.5,72.4,69.8,16.6,17.2,1.6,110.6,48.4,2.74,0,37.3,48.7,70.4,75.22685964,74.98055964,69.65,-0.2463,150.2074193,1
Dayton,69,Duquesne,57,12,126,1,108.6,20.1,30.9,36.3,97.6,16.5,26.5,23.2,33.5,54.6,69.7,63.7,18.4,18.6,1.1,108.6,73.2,13.92,1,28.4,46.3,68.2,109.9,17.1,34.8,25.6,104.7,20.3,33.9,33.6,37.2,48,69.4,67.5,17.4,17.3,0,109.9,14.3,1.21,0,35.2,47.1,69.4,72.57979888,67.27499888,65.6,-5.3048,139.8547978,1
Fordham,43,Davidson,57,-14,100,0,102.5,19.3,28.7,36.8,100.8,19.7,25.7,34.2,32.2,49.7,75.5,69.6,17.2,16.8,0.1,102.5,56.3,-3.55,0,32.6,45.5,74,107.7,17,25.3,31.7,104.8,17.5,29.7,28,32,51.6,74,65.5,17.7,18.3,1.8,107.7,41.5,9.91,1,31.8,51.2,69.3,70.63968925,69.95028925,67.55,-0.6894,140.5899785,1
Davidson,55,Dayton,69,-14,124,0,107.7,17,25.3,31.7,104.8,17.5,29.7,28,32,51.6,74,65.5,17.7,18.3,1.8,107.7,41.5,9.91,1,31.8,51.2,69.3,108.6,20.1,30.9,36.3,97.6,16.5,26.5,23.2,33.5,54.6,69.7,63.7,18.4,18.6,1.1,108.6,73.2,13.92,1,28.4,46.3,68.2,66.32826536,70.06086536,64.6,3.7326,136.3891307,0
Duquesne,72,Rhode Island,61,11,133,1,109.9,17.1,34.8,25.6,104.7,20.3,33.9,33.6,37.2,48,69.4,67.5,17.4,17.3,0,109.9,14.3,1.21,0,35.2,47.1,69.4,100.4,20.8,32.9,37.4,103.7,17.3,29.5,31.7,30.4,44.6,73.4,67.6,17.2,17.7,-0.1,100.4,38.3,8.28,1,32.6,47.7,69.4,74.89533925,67.65358925,67.55,-7.24175,142.5489285,1
George Mason,62,Richmond,58,4,120,1,104.6,20.3,28.4,35.1,102.4,16.7,25.3,31.3,36.4,52.1,64.8,66.3,17.6,17.6,0.3,104.6,46.6,5.42,2,30.6,49.4,68,103.9,17.7,21.6,33.3,101.4,16.8,24.1,26.6,34,51.1,74,65,18.5,17.4,0.8,103.9,35.9,8.45,0,33.2,48,72.2,67.84152556,66.53847556,65.65,-1.30305,134.3800011,1
Loyola Chicago,87,George Washington,97,-10,184,0,102.9,23.2,25.4,30.7,108.3,17.8,28.9,39.8,34.3,55.2,68.9,65.4,17.6,18.1,-0.3,102.9,32.2,5.02,1,33.7,51.1,75.4,108,18.4,26.1,35,111.5,16.6,29,26.5,32.2,56.1,75.4,69,17.1,17.1,0.7,108,66.6,5.97,0,35.3,52.8,68.9,75.05265251,74.82945251,67.2,-0.2232,149.882105,1
Saint Joseph's,78,Saint Louis,83,-5,161,0,103,18.7,29.2,33,105.2,19.5,31.3,32.1,33.1,50.5,66.4,69,16.7,17.9,0.2,103,46.7,8.96,3,34.7,48.7,68.6,111,17.2,29.6,30.9,103.8,14.8,26.2,32.6,34.4,51.5,72.2,68.9,16.8,17.3,-0.9,111,60,9.17,2,32.8,45.9,72.6,71.72788617,76.70918617,68.95,4.9813,148.4370723,0
St. Bonaventure,83,Massachusetts,64,19,147,1,103.1,18.2,28.6,30.7,102.1,19.3,28.6,41.4,35.4,46.4,70.2,65.1,18.4,17.6,0.5,103.1,0.2,6.69,0,27.7,51.5,70.9,103.6,19.4,34,33.6,104.3,19.5,27.8,32.4,34.4,45.1,70.3,71.1,16.1,17.4,0.2,103.6,22.8,6.18,0,32.8,51.4,69.9,71.27073268,68.61303268,68.1,-2.6577,139.8837654,1
VCU,80,La Salle,67,13,147,1,104.8,20.8,28.6,42.5,95,24.8,30.1,29.9,33.3,51.6,70.3,68.2,16.9,17.7,-0.1,104.8,41.3,12.8,2,33.4,46.6,70.2,100.9,18.6,30,28.5,106.8,19,30.9,30.3,33.3,45.4,70.1,67.5,17.6,17.1,-0.5,100.9,51,2.73,0,36,49.1,70.2,73.8642993,61.7118493,67.85,-12.15245,135.5761486,1
Davidson,80,Loyola Chicago,57,23,137,1,107.7,17,25.3,31.7,104.8,17.5,29.7,28,32,51.6,74,65.5,17.7,18.3,1.8,107.7,41.5,9.91,1,31.8,51.2,69.3,102.9,23.2,25.4,30.7,108.3,17.8,28.9,39.8,34.3,55.2,68.9,65.4,17.6,18.1,-0.3,102.9,32.2,5.02,1,33.7,51.1,75.4,74.18441885,67.25206885,65.45,-6.93235,141.4364877,1
Dayton,76,Saint Joseph's,56,20,132,1,108.6,20.1,30.9,36.3,97.6,16.5,26.5,23.2,33.5,54.6,69.7,63.7,18.4,18.6,1.1,108.6,73.2,13.92,1,28.4,46.3,68.2,103,18.7,29.2,33,105.2,19.5,31.3,32.1,33.1,50.5,66.4,69,16.7,17.9,0.2,103,46.7,8.96,3,34.7,48.7,68.6,73.72419902,63.46599902,66.35,-10.2582,137.190198,1
Duquesne,79,VCU,70,9,149,1,109.9,17.1,34.8,25.6,104.7,20.3,33.9,33.6,37.2,48,69.4,67.5,17.4,17.3,0,109.9,14.3,1.21,0,35.2,47.1,69.4,104.8,20.8,28.6,42.5,95,24.8,30.1,29.9,33.3,51.6,70.3,68.2,16.9,17.7,-0.1,104.8,41.3,12.8,2,33.4,46.6,70.2,69.3183493,70.9394493,67.85,1.6211,140.2577986,0
Massachusetts,90,Saint Louis,81,9,171,1,103.6,19.4,34,33.6,104.3,19.5,27.8,32.4,34.4,45.1,70.3,71.1,16.1,17.4,0.2,103.6,22.8,6.18,0,32.8,51.4,69.9,111,17.2,29.6,30.9,103.8,14.8,26.2,32.6,34.4,51.5,72.2,68.9,16.8,17.3,-0.9,111,60,9.17,2,32.8,45.9,72.6,73.21734637,77.24734637,70,4.03,150.4646927,0
Rhode Island,82,Fordham,79,3,161,1,100.4,20.8,32.9,37.4,103.7,17.3,29.5,31.7,30.4,44.6,73.4,67.6,17.2,17.7,-0.1,100.4,38.3,8.28,1,32.6,47.7,69.4,102.5,19.3,28.7,36.8,100.8,19.7,25.7,34.2,32.2,49.7,75.5,69.6,17.2,16.8,0.1,102.5,56.3,-3.55,0,32.6,45.5,74,67.52979944,69.45979944,68.6,1.93,136.9895989,0
Richmond,73,George Washington,63,10,136,1,103.9,17.7,21.6,33.3,101.4,16.8,24.1,26.6,34,51.1,74,65,18.5,17.4,0.8,103.9,35.9,8.45,0,33.2,48,72.2,108,18.4,26.1,35,111.5,16.6,29,26.5,32.2,56.1,75.4,69,17.1,17.1,0.7,108,66.6,5.97,0,35.3,52.8,68.9,75.50374581,69.98374581,67,-5.52,145.4874916,1
St. Bonaventure,73,George Mason,69,4,142,1,103.1,18.2,28.6,30.7,102.1,19.3,28.6,41.4,35.4,46.4,70.2,65.1,18.4,17.6,0.5,103.1,0.2,6.69,0,27.7,51.5,70.9,104.6,20.3,28.4,35.1,102.4,16.7,25.3,31.3,36.4,52.1,64.8,66.3,17.6,17.6,0.3,104.6,46.6,5.42,2,30.6,49.4,68,67.56355223,66.85195223,65.7,-0.7116,134.4155045,1
Fordham,66,Saint Joseph's,54,12,120,1,102.5,19.3,28.7,36.8,100.8,19.7,25.7,34.2,32.2,49.7,75.5,69.6,17.2,16.8,0.1,102.5,56.3,-3.55,0,32.6,45.5,74,103,18.7,29.2,33,105.2,19.5,31.3,32.1,33.1,50.5,66.4,69,16.7,17.9,0.2,103,46.7,8.96,3,34.7,48.7,68.6,72.70807291,68.50537291,69.3,-4.2027,141.2134458,1
George Mason,86,Loyola Chicago,75,11,161,1,104.6,20.3,28.4,35.1,102.4,16.7,25.3,31.3,36.4,52.1,64.8,66.3,17.6,17.6,0.3,104.6,46.6,5.42,2,30.6,49.4,68,102.9,23.2,25.4,30.7,108.3,17.8,28.9,39.8,34.3,55.2,68.9,65.4,17.6,18.1,-0.3,102.9,32.2,5.02,1,33.7,51.1,75.4,72.58728226,66.08268226,65.85,-6.5046,138.6699645,1
George Washington,81,Massachusetts,73,8,154,1,108,18.4,26.1,35,111.5,16.6,29,26.5,32.2,56.1,75.4,69,17.1,17.1,0.7,108,66.6,5.97,0,35.3,52.8,68.9,103.6,19.4,34,33.6,104.3,19.5,27.8,32.4,34.4,45.1,70.3,71.1,16.1,17.4,0.2,103.6,22.8,6.18,0,32.8,51.4,69.9,76.70102304,77.16242304,70.05,0.4614,153.8634461,0
La Salle,77,Rhode Island,75,2,152,1,100.9,18.6,30,28.5,106.8,19,30.9,30.3,33.3,45.4,70.1,67.5,17.6,17.1,-0.5,100.9,51,2.73,0,36,49.1,70.2,100.4,20.8,32.9,37.4,103.7,17.3,29.5,31.7,30.4,44.6,73.4,67.6,17.2,17.7,-0.1,100.4,38.3,8.28,1,32.6,47.7,69.4,68.81583925,69.07213925,67.55,0.2563,137.8879785,0
Richmond,75,Duquesne,73,2,148,1,103.9,17.7,21.6,33.3,101.4,16.8,24.1,26.6,34,51.1,74,65,18.5,17.4,0.8,103.9,35.9,8.45,0,33.2,48,72.2,109.9,17.1,34.8,25.6,104.7,20.3,33.9,33.6,37.2,48,69.4,67.5,17.4,17.3,0,109.9,14.3,1.21,0,35.2,47.1,69.4,70.17034567,70.45909567,66.25,0.28875,140.6294413,0
Saint Louis,78,St. Bonaventure,55,23,133,1,111,17.2,29.6,30.9,103.8,14.8,26.2,32.6,34.4,51.5,72.2,68.9,16.8,17.3,-0.9,111,60,9.17,2,32.8,45.9,72.6,103.1,18.2,28.6,30.7,102.1,19.3,28.6,41.4,35.4,46.4,70.2,65.1,18.4,17.6,0.5,103.1,0.2,6.69,0,27.7,51.5,70.9,73.96274581,68.30874581,67,-5.654,142.2714916,1
VCU,89,Davidson,72,17,161,1,104.8,20.8,28.6,42.5,95,24.8,30.1,29.9,33.3,51.6,70.3,68.2,16.9,17.7,-0.1,104.8,41.3,12.8,2,33.4,46.6,70.2,107.7,17,25.3,31.7,104.8,17.5,29.7,28,32,51.6,74,65.5,17.7,18.3,1.8,107.7,41.5,9.91,1,31.8,51.2,69.3,71.46076578,65.34811578,66.85,-6.11265,136.8088816,1
Fordham,58,Dayton,82,-24,140,0,102.5,19.3,28.7,36.8,100.8,19.7,25.7,34.2,32.2,49.7,75.5,69.6,17.2,16.8,0.1,102.5,56.3,-3.55,0,32.6,45.5,74,108.6,20.1,30.9,36.3,97.6,16.5,26.5,23.2,33.5,54.6,69.7,63.7,18.4,18.6,1.1,108.6,73.2,13.92,1,28.4,46.3,68.2,64.91970908,69.61815908,66.65,4.69845,134.5378682,0
Loyola Chicago,64,VCU,78,-14,142,0,102.9,23.2,25.4,30.7,108.3,17.8,28.9,39.8,34.3,55.2,68.9,65.4,17.6,18.1,-0.3,102.9,32.2,5.02,1,33.7,51.1,75.4,104.8,20.8,28.6,42.5,95,24.8,30.1,29.9,33.3,51.6,70.3,68.2,16.9,17.7,-0.1,104.8,41.3,12.8,2,33.4,46.6,70.2,63.59283911,72.24643911,66.8,8.6536,135.8392782,0
Davidson,57,Richmond,61,-4,118,0,107.7,17,25.3,31.7,104.8,17.5,29.7,28,32,51.6,74,65.5,17.7,18.3,1.8,107.7,41.5,9.91,1,31.8,51.2,69.3,103.9,17.7,21.6,33.3,101.4,16.8,24.1,26.6,34,51.1,74,65,18.5,17.4,0.8,103.9,35.9,8.45,0,33.2,48,72.2,69.46006215,67.69906215,65.25,-1.761,137.1591243,1
Massachusetts,77,La Salle,78,-1,155,0,103.6,19.4,34,33.6,104.3,19.5,27.8,32.4,34.4,45.1,70.3,71.1,16.1,17.4,0.2,103.6,22.8,6.18,0,32.8,51.4,69.9,100.9,18.6,30,28.5,106.8,19,30.9,30.3,33.3,45.4,70.1,67.5,17.6,17.1,-0.5,100.9,51,2.73,0,36,49.1,70.2,74.57917291,69.47557291,69.3,-5.1036,144.0547458,1
Rhode Island,68,St. Bonaventure,67,1,135,1,100.4,20.8,32.9,37.4,103.7,17.3,29.5,31.7,30.4,44.6,73.4,67.6,17.2,17.7,-0.1,100.4,38.3,8.28,1,32.6,47.7,69.4,103.1,18.2,28.6,30.7,102.1,19.3,28.6,41.4,35.4,46.4,70.2,65.1,18.4,17.6,0.5,103.1,0.2,6.69,0,27.7,51.5,70.9,66.22664902,67.57969902,66.35,1.35305,133.806348,0
Saint Joseph's,80,Duquesne,92,-12,172,0,103,18.7,29.2,33,105.2,19.5,31.3,32.1,33.1,50.5,66.4,69,16.7,17.9,0.2,103,46.7,8.96,3,34.7,48.7,68.6,109.9,17.1,34.8,25.6,104.7,20.3,33.9,33.6,37.2,48,69.4,67.5,17.4,17.3,0,109.9,14.3,1.21,0,35.2,47.1,69.4,71.62916271,75.17966271,68.25,3.5505,146.8088254,0
Saint Louis,63,George Mason,62,1,125,1,111,17.2,29.6,30.9,103.8,14.8,26.2,32.6,34.4,51.5,72.2,68.9,16.8,17.3,-0.9,111,60,9.17,2,32.8,45.9,72.6,104.6,20.3,28.4,35.1,102.4,16.7,25.3,31.3,36.4,52.1,64.8,66.3,17.6,17.6,0.3,104.6,46.6,5.42,2,30.6,49.4,68,74.81446592,69.93446592,67.6,-4.88,144.7489318,1
Dayton,62,VCU,63,-1,125,0,108.6,20.1,30.9,36.3,97.6,16.5,26.5,23.2,33.5,54.6,69.7,63.7,18.4,18.6,1.1,108.6,73.2,13.92,1,28.4,46.3,68.2,104.8,20.8,28.6,42.5,95,24.8,30.1,29.9,33.3,51.6,70.3,68.2,16.9,17.7,-0.1,104.8,41.3,12.8,2,33.4,46.6,70.2,66.56188561,64.27048561,65.95,-2.2914,130.8323712,1
George Mason,67,Davidson,65,2,132,1,104.6,20.3,28.4,35.1,102.4,16.7,25.3,31.3,36.4,52.1,64.8,66.3,17.6,17.6,0.3,104.6,46.6,5.42,2,30.6,49.4,68,107.7,17,25.3,31.7,104.8,17.5,29.7,28,32,51.6,74,65.5,17.7,18.3,1.8,107.7,41.5,9.91,1,31.8,51.2,69.3,70.33475894,69.29605894,65.9,-1.0387,139.6308179,1
George Washington,74,Saint Louis,81,-7,155,0,108,18.4,26.1,35,111.5,16.6,29,26.5,32.2,56.1,75.4,69,17.1,17.1,0.7,108,66.6,5.97,0,35.3,52.8,68.9,111,17.2,29.6,30.9,103.8,14.8,26.2,32.6,34.4,51.5,72.2,68.9,16.8,17.3,-0.9,111,60,9.17,2,32.8,45.9,72.6,75.17538617,81.05303617,68.95,5.87765,156.2284223,0
La Salle,64,Fordham,66,-2,130,0,100.9,18.6,30,28.5,106.8,19,30.9,30.3,33.3,45.4,70.1,67.5,17.6,17.1,-0.5,100.9,51,2.73,0,36,49.1,70.2,102.5,19.3,28.7,36.8,100.8,19.7,25.7,34.2,32.2,49.7,75.5,69.6,17.2,16.8,0.1,102.5,56.3,-3.55,0,32.6,45.5,74,67.82442277,71.53422277,68.55,3.7098,139.3586455,0
Massachusetts,75,Rhode Island,65,10,140,1,103.6,19.4,34,33.6,104.3,19.5,27.8,32.4,34.4,45.1,70.3,71.1,16.1,17.4,0.2,103.6,22.8,6.18,0,32.8,51.4,69.9,100.4,20.8,32.9,37.4,103.7,17.3,29.5,31.7,30.4,44.6,73.4,67.6,17.2,17.7,-0.1,100.4,38.3,8.28,1,32.6,47.7,69.4,72.48204958,69.17894958,69.35,-3.3031,141.6609992,1
Saint Joseph's,86,Loyola Chicago,55,31,141,1,103,18.7,29.2,33,105.2,19.5,31.3,32.1,33.1,50.5,66.4,69,16.7,17.9,0.2,103,46.7,8.96,3,34.7,48.7,68.6,102.9,23.2,25.4,30.7,108.3,17.8,28.9,39.8,34.3,55.2,68.9,65.4,17.6,18.1,-0.3,102.9,32.2,5.02,1,33.7,51.1,75.4,72.96945251,69.31905251,67.2,-3.6504,142.288505,1
St. Bonaventure,71,Richmond,63,8,134,1,103.1,18.2,28.6,30.7,102.1,19.3,28.6,41.4,35.4,46.4,70.2,65.1,18.4,17.6,0.5,103.1,0.2,6.69,0,27.7,51.5,70.9,103.9,17.7,21.6,33.3,101.4,16.8,24.1,26.6,34,51.1,74,65,18.5,17.4,0.8,103.9,35.9,8.45,0,33.2,48,72.2,66.25945545,65.73520545,65.05,-0.52425,131.9946609,1
